bitrate_kbps_segment_size,bitrate_kbps_target,coding_height,coding_res,coding_width,display_height,display_res,display_width,dts,framerate,gop_length,i_sizes_average,iframe_ratio,noni_sizes_average,sample_index,pvs_id
2441.1201074,2500,1080,2073600,1920,1080,2073600,1920,0.958333,24,1,25582,2.10482145796,12154,0,TR04_SRC416_HRC90
2370.14837215,2500,1080,2073600,1920,1080,2073600,1920,1.958333,24,1,24858,2.10661016949,11800,1,TR04_SRC416_HRC90
2326.57154127,2500,1080,2073600,1920,1080,2073600,1920,2.958333,24,1,24279,2.0951846738,11588,2,TR04_SRC416_HRC90
2284.89372085,2500,1080,2073600,1920,1080,2073600,1920,3.958333,24,1,23655,2.07700412679,11389,3,TR04_SRC416_HRC90
2271.89755815,2500,1080,2073600,1920,1080,2073600,1920,4.958333,24,1,23349,2.06044828803,11332,4,TR04_SRC416_HRC90
2300.40359677,2500,1080,2073600,1920,1080,2073600,1920,5.958333,24,1,23506,2.04756097561,11480,5,TR04_SRC416_HRC90
2282.13515468,2500,1080,2073600,1920,1080,2073600,1920,6.958333,24,1,23749,2.08874230431,11370,6,TR04_SRC416_HRC90
2236.40699763,2500,1080,2073600,1920,1080,2073600,1920,7.958333,24,1,23341,2.09543046952,11139,7,TR04_SRC416_HRC90
2190.37068756,2500,1080,2073600,1920,1080,2073600,1920,8.958333,24,1,22970,2.10637322329,10905,8,TR04_SRC416_HRC90
2171.65694825,2500,1080,2073600,1920,1080,2073600,1920,9.958333,24,1,21106,1.93526499175,10906,9,TR04_SRC416_HRC90
2024.56728572,2500,1080,2073600,1920,1080,2073600,1920,10.958333,24,1,20910,2.06702253855,10116,10,TR04_SRC416_HRC90
1978.82796061,2500,1080,2073600,1920,1080,2073600,1920,11.958333,24,1,22003,2.23994706302,9823,11,TR04_SRC416_HRC90
1959.97483377,2500,1080,2073600,1920,1080,2073600,1920,12.958333,24,1,21734,2.23325113029,9732,12,TR04_SRC416_HRC90
1941.66683827,2500,1080,2073600,1920,1080,2073600,1920,13.958333,24,1,21915,2.27688311688,9625,13,TR04_SRC416_HRC90
1931.359046,2500,1080,2073600,1920,1080,2073600,1920,14.958333,24,1,21557,2.24926961603,9584,14,TR04_SRC416_HRC90
1933.58767117,2500,1080,2073600,1920,1080,2073600,1920,15.958333,24,1,21235,2.2099073785,9609,15,TR04_SRC416_HRC90
1965.72837438,2500,1080,2073600,1920,1080,2073600,1920,16.958333,24,1,20936,2.13719885668,9796,16,TR04_SRC416_HRC90
2037.89614777,2500,1080,2073600,1920,1080,2073600,1920,17.958333,24,1,20473,2.00597687635,10206,17,TR04_SRC416_HRC90
2120.52643454,2500,1080,2073600,1920,1080,2073600,1920,18.958333,24,1,20995,1.97451330763,10633,18,TR04_SRC416_HRC90
2233.37463405,2500,1080,2073600,1920,1080,2073600,1920,19.958333,24,1,21613,1.92646403423,11219,19,TR04_SRC416_HRC90
2261.7599435,2500,1080,2073600,1920,1080,2073600,1920,20.958333,24,1,22281,1.96377578001,11346,20,TR04_SRC416_HRC90
2324.83284184,2500,1080,2073600,1920,1080,2073600,1920,21.958333,24,1,23317,2.00231859167,11645,21,TR04_SRC416_HRC90
2404.66251635,2500,1080,2073600,1920,1080,2073600,1920,22.958333,24,1,23380,1.93623188406,12075,22,TR04_SRC416_HRC90
2540.33929315,2500,1080,2073600,1920,1080,2073600,1920,23.958333,24,1,24894,1.95262373519,12749,23,TR04_SRC416_HRC90
2512.77849485,2500,1080,2073600,1920,1080,2073600,1920,24.958333,24,1,24553,1.94664235313,12613,24,TR04_SRC416_HRC90
2486.20895375,2500,1080,2073600,1920,1080,2073600,1920,25.958333,24,1,24011,1.9221101505,12492,25,TR04_SRC416_HRC90
2560.17646222,2500,1080,2073600,1920,1080,2073600,1920,26.958333,24,1,24572,1.90924630925,12870,26,TR04_SRC416_HRC90
2595.96633874,2500,1080,2073600,1920,1080,2073600,1920,27.958333,24,1,24706,1.89202021749,13058,27,TR04_SRC416_HRC90
2757.08110828,2500,1080,2073600,1920,1080,2073600,1920,28.958333,24,1,26130,1.88351474086,13873,28,TR04_SRC416_HRC90
2786.56830453,2500,1080,2073600,1920,1080,2073600,1920,29.958333,24,1,25002,1.77571022727,14080,29,TR04_SRC416_HRC90
2776.28135551,2500,1080,2073600,1920,1080,2073600,1920,30.958333,24,1,23417,1.6620767975,14089,30,TR04_SRC416_HRC90
2720.30919369,2500,1080,2073600,1920,1080,2073600,1920,31.958333,24,1,23496,1.70470869912,13783,31,TR04_SRC416_HRC90
2698.92521444,2500,1080,2073600,1920,1080,2073600,1920,32.958333,24,1,23349,1.70767205441,13673,32,TR04_SRC416_HRC90
2667.29757602,2500,1080,2073600,1920,1080,2073600,1920,33.958333,24,1,22897,1.69356508876,13520,33,TR04_SRC416_HRC90
2685.92463369,2500,1080,2073600,1920,1080,2073600,1920,34.958333,24,1,22975,1.68710530181,13618,34,TR04_SRC416_HRC90
2682.52076948,2500,1080,2073600,1920,1080,2073600,1920,35.958333,24,1,23128,1.70146398882,13593,35,TR04_SRC416_HRC90
2748.83719928,2500,1080,2073600,1920,1080,2073600,1920,36.958333,24,1,23852,1.71313653667,13923,36,TR04_SRC416_HRC90
2693.15403723,2500,1080,2073600,1920,1080,2073600,1920,37.958333,24,1,24084,1.76945117919,13611,37,TR04_SRC416_HRC90
2597.92119575,2500,1080,2073600,1920,1080,2073600,1920,38.958333,24,1,23513,1.7924226254,13118,38,TR04_SRC416_HRC90
2465.6374607,2500,1080,2073600,1920,1080,2073600,1920,39.958333,24,1,22736,1.82868173409,12433,39,TR04_SRC416_HRC90
2454.18809927,2500,1080,2073600,1920,1080,2073600,1920,40.958333,24,1,21657,1.74442207008,12415,40,TR04_SRC416_HRC90
2468.35269577,2500,1080,2073600,1920,1080,2073600,1920,41.958333,24,1,21962,1.75991665999,12479,41,TR04_SRC416_HRC90
2406.8731041,2500,1080,2073600,1920,1080,2073600,1920,42.958333,24,1,20691,1.696122633,12199,42,TR04_SRC416_HRC90
2282.87977454,2500,1080,2073600,1920,1080,2073600,1920,43.958333,24,1,20860,1.8109210869,11519,43,TR04_SRC416_HRC90
2428.00015011,2500,1080,2073600,1920,1080,2073600,1920,44.958333,24,1,20804,1.69028274293,12308,44,TR04_SRC416_HRC90
2582.51402047,2500,1080,2073600,1920,1080,2073600,1920,45.958333,24,1,21739,1.65845285322,13108,45,TR04_SRC416_HRC90
2686.00760588,2500,1080,2073600,1920,1080,2073600,1920,46.958333,24,1,23123,1.69872171613,13612,46,TR04_SRC416_HRC90
2758.95860474,2500,1080,2073600,1920,1080,2073600,1920,47.958333,24,1,23153,1.65307725261,14006,47,TR04_SRC416_HRC90
2621.13898078,2500,1080,2073600,1920,1080,2073600,1920,48.958333,24,1,23430,1.7687023477,13247,48,TR04_SRC416_HRC90
2545.12161815,2500,1080,2073600,1920,1080,2073600,1920,49.958333,24,1,24364,1.90388372275,12797,49,TR04_SRC416_HRC90
2505.82205869,2500,1080,2073600,1920,1080,2073600,1920,50.958333,24,1,24364,1.93996337288,12559,50,TR04_SRC416_HRC90
2562.76527566,2500,1080,2073600,1920,1080,2073600,1920,51.958333,24,1,24347,1.89191079338,12869,51,TR04_SRC416_HRC90
2654.41970582,2500,1080,2073600,1920,1080,2073600,1920,52.958333,24,1,24872,1.8639088729,13344,52,TR04_SRC416_HRC90
2751.63648691,2500,1080,2073600,1920,1080,2073600,1920,53.958333,24,1,25455,1.83830432585,13847,53,TR04_SRC416_HRC90
2808.32740005,2500,1080,2073600,1920,1080,2073600,1920,54.958333,24,1,25870,1.82994977718,14137,54,TR04_SRC416_HRC90
2862.3702439,2500,1080,2073600,1920,1080,2073600,1920,55.958333,24,1,26295,1.82439464372,14413,55,TR04_SRC416_HRC90
2802.71419367,2500,1080,2073600,1920,1080,2073600,1920,56.958333,24,1,26217,1.86041725802,14092,56,TR04_SRC416_HRC90
2832.25267531,2500,1080,2073600,1920,1080,2073600,1920,57.958333,24,1,25592,1.79215686275,14280,57,TR04_SRC416_HRC90
2943.26154482,2500,1080,2073600,1920,1080,2073600,1920,58.958333,24,1,26265,1.76821058301,14854,58,TR04_SRC416_HRC90
3108.02953576,2500,1080,2073600,1920,1080,2073600,1920,59.958333,24,1,27407,1.74577998599,15699,59,TR04_SRC416_HRC90
2235.67571459,2500,1080,2073600,1920,1080,2073600,1920,0.958333,24,1,127117,19.1932658916,6623,0,TR04_SRC419_HRC94
2235.67571459,2500,1080,2073600,1920,1080,2073600,1920,1.958333,24,1,127117,19.1932658916,6623,1,TR04_SRC419_HRC94
2235.67571459,2500,1080,2073600,1920,1080,2073600,1920,2.958333,24,1,127117,19.1932658916,6623,2,TR04_SRC419_HRC94
2235.67571459,2500,1080,2073600,1920,1080,2073600,1920,3.958333,24,1,127117,19.1932658916,6623,3,TR04_SRC419_HRC94
2235.67571459,2500,1080,2073600,1920,1080,2073600,1920,4.958333,24,1,127117,19.1932658916,6623,4,TR04_SRC419_HRC94
2235.67571459,2500,1080,2073600,1920,1080,2073600,1920,5.958333,24,1,127117,19.1932658916,6623,5,TR04_SRC419_HRC94
2235.67571459,2500,1080,2073600,1920,1080,2073600,1920,6.958333,24,1,127117,19.1932658916,6623,6,TR04_SRC419_HRC94
2235.67571459,2500,1080,2073600,1920,1080,2073600,1920,7.958333,24,1,127117,19.1932658916,6623,7,TR04_SRC419_HRC94
2235.67571459,2500,1080,2073600,1920,1080,2073600,1920,8.958333,24,1,127117,19.1932658916,6623,8,TR04_SRC419_HRC94
2074.73299209,2500,1080,2073600,1920,1080,2073600,1920,9.958333,24,1,117687,17.7694398309,6623,9,TR04_SRC419_HRC94
315.954272366,500,480,408960,852,1080,2073600,1920,10.958333,24,1,16333,16.2355864811,1006,10,TR04_SRC419_HRC94
315.954272366,500,480,408960,852,1080,2073600,1920,11.958333,24,1,16333,16.2355864811,1006,11,TR04_SRC419_HRC94
315.954272366,500,480,408960,852,1080,2073600,1920,12.958333,24,1,16333,16.2355864811,1006,12,TR04_SRC419_HRC94
315.954272366,500,480,408960,852,1080,2073600,1920,13.958333,24,1,16333,16.2355864811,1006,13,TR04_SRC419_HRC94
315.954272366,500,480,408960,852,1080,2073600,1920,14.958333,24,1,16333,16.2355864811,1006,14,TR04_SRC419_HRC94
315.954272366,500,480,408960,852,1080,2073600,1920,15.958333,24,1,16333,16.2355864811,1006,15,TR04_SRC419_HRC94
315.954272366,500,480,408960,852,1080,2073600,1920,16.958333,24,1,16333,16.2355864811,1006,16,TR04_SRC419_HRC94
315.954272366,500,480,408960,852,1080,2073600,1920,17.958333,24,1,16333,16.2355864811,1006,17,TR04_SRC419_HRC94
315.954272366,500,480,408960,852,1080,2073600,1920,18.958333,24,1,16333,16.2355864811,1006,18,TR04_SRC419_HRC94
293.236281725,500,480,408960,852,1080,2073600,1920,19.958333,24,1,14823,14.7345924453,1006,19,TR04_SRC419_HRC94
2447.92761658,2500,1080,2073600,1920,1080,2073600,1920,20.958333,24,1,61142,5.74372945045,10645,20,TR04_SRC419_HRC94
2447.92761658,2500,1080,2073600,1920,1080,2073600,1920,21.958333,24,1,61142,5.74372945045,10645,21,TR04_SRC419_HRC94
2447.92761658,2500,1080,2073600,1920,1080,2073600,1920,22.958333,24,1,61142,5.74372945045,10645,22,TR04_SRC419_HRC94
2447.92761658,2500,1080,2073600,1920,1080,2073600,1920,23.958333,24,1,61142,5.74372945045,10645,23,TR04_SRC419_HRC94
2447.92761658,2500,1080,2073600,1920,1080,2073600,1920,24.958333,24,1,61142,5.74372945045,10645,24,TR04_SRC419_HRC94
2447.92761658,2500,1080,2073600,1920,1080,2073600,1920,25.958333,24,1,61142,5.74372945045,10645,25,TR04_SRC419_HRC94
2447.92761658,2500,1080,2073600,1920,1080,2073600,1920,26.958333,24,1,61142,5.74372945045,10645,26,TR04_SRC419_HRC94
2447.92761658,2500,1080,2073600,1920,1080,2073600,1920,27.958333,24,1,61142,5.74372945045,10645,27,TR04_SRC419_HRC94
2447.92761658,2500,1080,2073600,1920,1080,2073600,1920,28.958333,24,1,61142,5.74372945045,10645,28,TR04_SRC419_HRC94
2397.19240405,2500,1080,2073600,1920,1080,2073600,1920,29.958333,24,1,59502,5.5896665101,10645,29,TR04_SRC419_HRC94
779.741762066,500,480,408960,852,1080,2073600,1920,30.958333,24,1,18021,5.21742906775,3454,30,TR04_SRC419_HRC94
779.741762066,500,480,408960,852,1080,2073600,1920,31.958333,24,1,18021,5.21742906775,3454,31,TR04_SRC419_HRC94
779.741762066,500,480,408960,852,1080,2073600,1920,32.958333,24,1,18021,5.21742906775,3454,32,TR04_SRC419_HRC94
779.741762066,500,480,408960,852,1080,2073600,1920,33.958333,24,1,18021,5.21742906775,3454,33,TR04_SRC419_HRC94
779.741762066,500,480,408960,852,1080,2073600,1920,34.958333,24,1,18021,5.21742906775,3454,34,TR04_SRC419_HRC94
779.741762066,500,480,408960,852,1080,2073600,1920,35.958333,24,1,18021,5.21742906775,3454,35,TR04_SRC419_HRC94
779.741762066,500,480,408960,852,1080,2073600,1920,36.958333,24,1,18021,5.21742906775,3454,36,TR04_SRC419_HRC94
779.741762066,500,480,408960,852,1080,2073600,1920,37.958333,24,1,18021,5.21742906775,3454,37,TR04_SRC419_HRC94
779.741762066,500,480,408960,852,1080,2073600,1920,38.958333,24,1,18021,5.21742906775,3454,38,TR04_SRC419_HRC94
768.229234919,500,480,408960,852,1080,2073600,1920,39.958333,24,1,17980,5.20555877244,3454,39,TR04_SRC419_HRC94
2292.22086223,2500,1080,2073600,1920,1080,2073600,1920,40.958333,24,1,114864,15.3911295726,7463,40,TR04_SRC419_HRC94
2292.22086223,2500,1080,2073600,1920,1080,2073600,1920,41.958333,24,1,114864,15.3911295726,7463,41,TR04_SRC419_HRC94
2292.22086223,2500,1080,2073600,1920,1080,2073600,1920,42.958333,24,1,114864,15.3911295726,7463,42,TR04_SRC419_HRC94
2292.22086223,2500,1080,2073600,1920,1080,2073600,1920,43.958333,24,1,114864,15.3911295726,7463,43,TR04_SRC419_HRC94
2292.22086223,2500,1080,2073600,1920,1080,2073600,1920,44.958333,24,1,114864,15.3911295726,7463,44,TR04_SRC419_HRC94
2292.22086223,2500,1080,2073600,1920,1080,2073600,1920,45.958333,24,1,114864,15.3911295726,7463,45,TR04_SRC419_HRC94
2292.22086223,2500,1080,2073600,1920,1080,2073600,1920,46.958333,24,1,114864,15.3911295726,7463,46,TR04_SRC419_HRC94
2292.22086223,2500,1080,2073600,1920,1080,2073600,1920,47.958333,24,1,114864,15.3911295726,7463,47,TR04_SRC419_HRC94
2292.22086223,2500,1080,2073600,1920,1080,2073600,1920,48.958333,24,1,114864,15.3911295726,7463,48,TR04_SRC419_HRC94
2260.78914381,2500,1080,2073600,1920,1080,2073600,1920,49.958333,24,1,121953,16.3410156773,7463,49,TR04_SRC419_HRC94
549.240406077,500,480,408960,852,1080,2073600,1920,50.958333,24,1,32594,20.8002552648,1567,50,TR04_SRC419_HRC94
549.240406077,500,480,408960,852,1080,2073600,1920,51.958333,24,1,32594,20.8002552648,1567,51,TR04_SRC419_HRC94
549.240406077,500,480,408960,852,1080,2073600,1920,52.958333,24,1,32594,20.8002552648,1567,52,TR04_SRC419_HRC94
549.240406077,500,480,408960,852,1080,2073600,1920,53.958333,24,1,32594,20.8002552648,1567,53,TR04_SRC419_HRC94
549.240406077,500,480,408960,852,1080,2073600,1920,54.958333,24,1,32594,20.8002552648,1567,54,TR04_SRC419_HRC94
549.240406077,500,480,408960,852,1080,2073600,1920,55.958333,24,1,32594,20.8002552648,1567,55,TR04_SRC419_HRC94
549.240406077,500,480,408960,852,1080,2073600,1920,56.958333,24,1,32594,20.8002552648,1567,56,TR04_SRC419_HRC94
549.240406077,500,480,408960,852,1080,2073600,1920,57.958333,24,1,32594,20.8002552648,1567,57,TR04_SRC419_HRC94
549.240406077,500,480,408960,852,1080,2073600,1920,58.958333,24,1,32594,20.8002552648,1567,58,TR04_SRC419_HRC94
549.240406077,500,480,408960,852,1080,2073600,1920,59.958333,24,1,32594,20.8002552648,1567,59,TR04_SRC419_HRC94
9212.57357214,10000,1080,2073600,1920,1080,2073600,1920,0.958333,24,1,454156,14.9777719148,30322,0,TR06_SRC01_HRC01
9150.36346376,10000,1080,2073600,1920,1080,2073600,1920,1.958333,24,1,457718,15.344731637,29829,1,TR06_SRC01_HRC01
9208.49925508,10000,1080,2073600,1920,1080,2073600,1920,2.958333,24,1,461899,15.4156459634,29963,2,TR06_SRC01_HRC01
9250.20656978,10000,1080,2073600,1920,1080,2073600,1920,3.958333,24,1,467360,15.6031115414,29953,3,TR06_SRC01_HRC01
9300.76986051,10000,1080,2073600,1920,1080,2073600,1920,4.958333,24,1,470597,15.6412071659,30087,4,TR06_SRC01_HRC01
9308.32903337,10000,1080,2073600,1920,1080,2073600,1920,5.958333,24,1,472593,15.7316001465,30041,5,TR06_SRC01_HRC01
9313.22902358,10000,1080,2073600,1920,1080,2073600,1920,6.958333,24,1,476195,15.9203971783,29911,6,TR06_SRC01_HRC01
9381.99383294,10000,1080,2073600,1920,1080,2073600,1920,7.958333,24,1,478268,15.8393111442,30195,7,TR06_SRC01_HRC01
9425.22859817,10000,1080,2073600,1920,1080,2073600,1920,8.958333,24,1,481043,15.8712923554,30309,8,TR06_SRC01_HRC01
9358.18029948,10000,1080,2073600,1920,1080,2073600,1920,9.958333,24,1,488763,15.9904141857,30566,9,TR06_SRC01_HRC01
9320.04154823,10000,1080,2073600,1920,1080,2073600,1920,10.958333,24,1,494511,16.4174828193,30121,10,TR06_SRC01_HRC01
9453.61796605,10000,1080,2073600,1920,1080,2073600,1920,11.958333,24,1,500970,16.3828117335,30579,11,TR06_SRC01_HRC01
9437.51133916,10000,1080,2073600,1920,1080,2073600,1920,12.958333,24,1,500457,16.4014354537,30513,12,TR06_SRC01_HRC01
9355.16804801,10000,1080,2073600,1920,1080,2073600,1920,13.958333,24,1,501478,16.7025712763,30024,13,TR06_SRC01_HRC01
9355.85306967,10000,1080,2073600,1920,1080,2073600,1920,14.958333,24,1,507816,17.0602701068,29766,14,TR06_SRC01_HRC01
9483.8964044,10000,1080,2073600,1920,1080,2073600,1920,15.958333,24,1,505762,16.5579309216,30545,15,TR06_SRC01_HRC01
9463.14373535,10000,1080,2073600,1920,1080,2073600,1920,16.958333,24,1,540571,18.6435937231,28995,16,TR06_SRC01_HRC01
9503.1880413,10000,1080,2073600,1920,1080,2073600,1920,17.958333,24,1,574597,20.6637537311,27807,17,TR06_SRC01_HRC01
9672.58319553,10000,1080,2073600,1920,1080,2073600,1920,18.958333,24,1,583529,20.5786782339,28356,18,TR06_SRC01_HRC01
9668.42456492,10000,1080,2073600,1920,1080,2073600,1920,19.958333,24,1,585297,20.7104136442,28261,19,TR06_SRC01_HRC01
9686.1549617,10000,1080,2073600,1920,1080,2073600,1920,20.958333,24,1,584711,20.602198654,28381,20,TR06_SRC01_HRC01
9804.14743738,10000,1080,2073600,1920,1080,2073600,1920,21.958333,24,1,582616,20.0156657963,29108,21,TR06_SRC01_HRC01
9941.54779121,10000,1080,2073600,1920,1080,2073600,1920,22.958333,24,1,577288,19.1962225252,30073,22,TR06_SRC01_HRC01
9908.45671564,10000,1080,2073600,1920,1080,2073600,1920,23.958333,24,1,579332,19.43480157,29809,23,TR06_SRC01_HRC01
9820.4115912,10000,1080,2073600,1920,1080,2073600,1920,24.958333,24,1,580222,19.8061785288,29295,24,TR06_SRC01_HRC01
9702.65400299,10000,1080,2073600,1920,1080,2073600,1920,25.958333,24,1,586144,20.630156272,28412,25,TR06_SRC01_HRC01
9568.03742647,10000,1080,2073600,1920,1080,2073600,1920,26.958333,24,1,592772,21.6276999416,27408,26,TR06_SRC01_HRC01
9425.5408963,10000,1080,2073600,1920,1080,2073600,1920,27.958333,24,1,597880,22.6264002422,26424,27,TR06_SRC01_HRC01
9349.4044866,10000,1080,2073600,1920,1080,2073600,1920,28.958333,24,1,604078,23.4547854785,25755,28,TR06_SRC01_HRC01
9350.69957436,10000,1080,2073600,1920,1080,2073600,1920,29.958333,24,1,606188,23.6100486855,25675,29,TR06_SRC01_HRC01
9481.88182344,10000,1080,2073600,1920,1080,2073600,1920,30.958333,24,1,607813,23.0940765227,26319,30,TR06_SRC01_HRC01
9464.97152866,10000,1080,2073600,1920,1080,2073600,1920,31.958333,24,1,609162,23.2753324163,26172,31,TR06_SRC01_HRC01
9414.25948342,10000,1080,2073600,1920,1080,2073600,1920,32.958333,24,1,593388,22.3515142384,26548,32,TR06_SRC01_HRC01
9525.28309627,10000,1080,2073600,1920,1080,2073600,1920,33.958333,24,1,592078,21.7643728863,27204,33,TR06_SRC01_HRC01
9674.83947811,10000,1080,2073600,1920,1080,2073600,1920,34.958333,24,1,596239,21.4135540871,27844,34,TR06_SRC01_HRC01
9117.66354303,10000,1080,2073600,1920,1080,2073600,1920,35.958333,24,1,556434,21.0244842439,26466,35,TR06_SRC01_HRC01
8902.46853808,10000,1080,2073600,1920,1080,2073600,1920,36.958333,24,1,506895,18.5370268788,27345,36,TR06_SRC01_HRC01
9090.12238549,10000,1080,2073600,1920,1080,2073600,1920,37.958333,24,1,498929,17.3891328593,28692,37,TR06_SRC01_HRC01
9142.51030877,10000,1080,2073600,1920,1080,2073600,1920,38.958333,24,1,496634,17.0834852602,29071,38,TR06_SRC01_HRC01
8928.5302252,10000,1080,2073600,1920,1080,2073600,1920,39.958333,24,1,478494,16.6955338451,28660,39,TR06_SRC01_HRC01
8650.57697492,10000,1080,2073600,1920,1080,2073600,1920,40.958333,24,1,462050,16.601990586,27831,40,TR06_SRC01_HRC01
8351.56241506,10000,1080,2073600,1920,1080,2073600,1920,41.958333,24,1,449122,16.7933742148,26744,41,TR06_SRC01_HRC01
7974.03852084,10000,1080,2073600,1920,1080,2073600,1920,42.958333,24,1,430670,16.9168827088,25458,42,TR06_SRC01_HRC01
7934.93376479,10000,1080,2073600,1920,1080,2073600,1920,43.958333,24,1,415955,16.0886129806,25854,43,TR06_SRC01_HRC01
7895.42016023,10000,1080,2073600,1920,1080,2073600,1920,44.958333,24,1,393278,14.7982390126,26576,44,TR06_SRC01_HRC01
8186.31506898,10000,1080,2073600,1920,1080,2073600,1920,45.958333,24,1,367813,12.59374786,29206,45,TR06_SRC01_HRC01
8511.67269994,10000,1080,2073600,1920,1080,2073600,1920,46.958333,24,1,359449,11.4781261975,31316,46,TR06_SRC01_HRC01
8634.41342991,10000,1080,2073600,1920,1080,2073600,1920,47.958333,24,1,351283,10.8692410037,32319,47,TR06_SRC01_HRC01
8772.19377235,10000,1080,2073600,1920,1080,2073600,1920,48.958333,24,1,347675,10.467409303,33215,48,TR06_SRC01_HRC01
8927.04273815,10000,1080,2073600,1920,1080,2073600,1920,49.958333,24,1,342820,10.007882061,34255,49,TR06_SRC01_HRC01
8994.39411583,10000,1080,2073600,1920,1080,2073600,1920,50.958333,24,1,346151,10.0383087318,34483,50,TR06_SRC01_HRC01
9203.9730655,10000,1080,2073600,1920,1080,2073600,1920,51.958333,24,1,359598,10.2554757016,35064,51,TR06_SRC01_HRC01
9161.62678214,10000,1080,2073600,1920,1080,2073600,1920,52.958333,24,1,358873,10.293216693,34865,52,TR06_SRC01_HRC01
9271.67877855,10000,1080,2073600,1920,1080,2073600,1920,53.958333,24,1,355634,9.99112234864,35595,53,TR06_SRC01_HRC01
9183.41640323,10000,1080,2073600,1920,1080,2073600,1920,54.958333,24,1,358954,10.2619857629,34979,54,TR06_SRC01_HRC01
9499.16930101,10000,1080,2073600,1920,1080,2073600,1920,55.958333,24,1,353880,9.58998401127,36901,55,TR06_SRC01_HRC01
9773.28699116,10000,1080,2073600,1920,1080,2073600,1920,56.958333,24,1,340874,8.7571997431,38925,56,TR06_SRC01_HRC01
9913.91283901,10000,1080,2073600,1920,1080,2073600,1920,57.958333,24,1,327636,8.14305952529,40235,57,TR06_SRC01_HRC01
9903.20541736,10000,1080,2073600,1920,1080,2073600,1920,58.958333,24,1,338894,8.53379331185,39712,58,TR06_SRC01_HRC01
9982.80782021,10000,1080,2073600,1920,1080,2073600,1920,59.958333,24,1,357753,9.08809856471,39365,59,TR06_SRC01_HRC01
10058.543398,10000,1080,2073600,1920,1080,2073600,1920,60.958333,24,1,374500,9.58192610787,39084,60,TR06_SRC01_HRC01
10680.353872399999,10000,1080,2073600,1920,1080,2073600,1920,61.958333,24,1,382060,9.06558466211,42144,61,TR06_SRC01_HRC01
11029.6980839,10000,1080,2073600,1920,1080,2073600,1920,62.958333,24,1,385998,8.79747470143,43876,62,TR06_SRC01_HRC01
11207.9929081,10000,1080,2073600,1920,1080,2073600,1920,63.958333,24,1,394661,8.87177700348,44485,63,TR06_SRC01_HRC01
11422.5517929,10000,1080,2073600,1920,1080,2073600,1920,64.958333,24,1,398788,8.76881129337,45478,64,TR06_SRC01_HRC01
11355.6357186,10000,1080,2073600,1920,1080,2073600,1920,65.958333,24,1,380444,8.29341878665,45873,65,TR06_SRC01_HRC01
10988.7959978,10000,1080,2073600,1920,1080,2073600,1920,66.958333,24,1,372006,8.41033640803,44232,66,TR06_SRC01_HRC01
10860.3514303,10000,1080,2073600,1920,1080,2073600,1920,67.958333,24,1,361193,8.21229139193,43982,67,TR06_SRC01_HRC01
10712.157476,10000,1080,2073600,1920,1080,2073600,1920,68.958333,24,1,352957,8.11059791351,43518,68,TR06_SRC01_HRC01
10425.339829,10000,1080,2073600,1920,1080,2073600,1920,69.958333,24,1,343422,8.10779800269,42357,69,TR06_SRC01_HRC01
10361.7121794,10000,1080,2073600,1920,1080,2073600,1920,70.958333,24,1,338845,8.02931210161,42201,70,TR06_SRC01_HRC01
10126.7585684,10000,1080,2073600,1920,1080,2073600,1920,71.958333,24,1,337104,8.2224498756,40998,71,TR06_SRC01_HRC01
9906.35515417,10000,1080,2073600,1920,1080,2073600,1920,72.958333,24,1,336030,8.4330062489,39847,72,TR06_SRC01_HRC01
9594.22256981,10000,1080,2073600,1920,1080,2073600,1920,73.958333,24,1,327912,8.51940763835,38490,73,TR06_SRC01_HRC01
9672.83652127,10000,1080,2073600,1920,1080,2073600,1920,74.958333,24,1,335838,8.70294643551,38589,74,TR06_SRC01_HRC01
9473.69202675,10000,1080,2073600,1920,1080,2073600,1920,75.958333,24,1,338697,9.05849157529,37390,75,TR06_SRC01_HRC01
9168.15112243,10000,1080,2073600,1920,1080,2073600,1920,76.958333,24,1,345178,9.73264535048,35466,76,TR06_SRC01_HRC01
8931.08592918,10000,1080,2073600,1920,1080,2073600,1920,77.958333,24,1,341266,9.93727796867,34342,77,TR06_SRC01_HRC01
9012.50169539,10000,1080,2073600,1920,1080,2073600,1920,78.958333,24,1,329346,9.33652728561,35275,78,TR06_SRC01_HRC01
9333.95562481,10000,1080,2073600,1920,1080,2073600,1920,79.958333,24,1,317534,8.46599301464,37507,79,TR06_SRC01_HRC01
9721.36764033,10000,1080,2073600,1920,1080,2073600,1920,80.958333,24,1,310898,7.79544656737,39882,80,TR06_SRC01_HRC01
9597.99439767,10000,1080,2073600,1920,1080,2073600,1920,81.958333,24,1,305781,7.75621448864,39424,81,TR06_SRC01_HRC01
9488.87193036,10000,1080,2073600,1920,1080,2073600,1920,82.958333,24,1,298409,7.62472851777,39137,82,TR06_SRC01_HRC01
9362.60347913,10000,1080,2073600,1920,1080,2073600,1920,83.958333,24,1,303219,7.92667241785,38253,83,TR06_SRC01_HRC01
9177.18426937,10000,1080,2073600,1920,1080,2073600,1920,84.958333,24,1,313957,8.53051298772,36804,84,TR06_SRC01_HRC01
8786.86822697,10000,1080,2073600,1920,1080,2073600,1920,85.958333,24,1,315812,9.12461356216,34611,85,TR06_SRC01_HRC01
