pvs_id,sample_index,O21
TR06_SRC02_HRC01,165,4.559
TR06_SRC02_HRC01,166,4.559
TR06_SRC02_HRC01,167,4.559
TR06_SRC02_HRC01,168,4.559
TR06_SRC02_HRC01,169,4.559
TR06_SRC02_HRC01,17,4.559
TR06_SRC02_HRC01,170,4.559
TR06_SRC02_HRC01,171,4.559
TR06_SRC02_HRC01,172,4.559
TR06_SRC02_HRC01,173,4.559
TR06_SRC02_HRC01,174,4.559
TR06_SRC02_HRC01,175,4.559
TR06_SRC02_HRC01,176,4.559
TR06_SRC02_HRC01,177,4.559
TR06_SRC02_HRC01,178,4.559
TR06_SRC02_HRC01,179,4.559
TR06_SRC02_HRC01,18,4.559
TR06_SRC02_HRC01,19,4.559
TR06_SRC02_HRC01,2,4.559
TR06_SRC02_HRC01,20,4.559
TR06_SRC02_HRC01,21,4.559
TR06_SRC02_HRC01,22,4.559
TR06_SRC02_HRC01,23,4.559
TR06_SRC02_HRC01,24,4.559
TR06_SRC02_HRC01,25,4.559
TR06_SRC02_HRC01,26,4.559
TR06_SRC02_HRC01,27,4.559
TR06_SRC02_HRC01,28,4.559
TR06_SRC02_HRC01,29,4.559
TR06_SRC02_HRC01,3,4.559
TR06_SRC02_HRC01,30,4.559
TR06_SRC02_HRC01,31,4.559
TR06_SRC02_HRC01,32,4.559
TR06_SRC02_HRC01,33,4.559
TR06_SRC02_HRC01,34,4.559
TR06_SRC02_HRC01,35,4.559
TR06_SRC02_HRC01,36,4.559
TR06_SRC02_HRC01,37,4.559
TR06_SRC02_HRC01,38,4.559
TR06_SRC02_HRC01,39,4.559
TR06_SRC02_HRC01,4,4.559
TR06_SRC02_HRC01,40,4.559
TR06_SRC02_HRC01,41,4.559
TR06_SRC02_HRC01,42,4.559
TR06_SRC02_HRC01,43,4.559
TR06_SRC02_HRC01,44,4.559
TR06_SRC02_HRC01,45,4.559
TR06_SRC02_HRC01,46,4.559
TR06_SRC02_HRC01,47,4.559
TR06_SRC02_HRC01,48,4.559
TR06_SRC02_HRC01,49,4.559
TR06_SRC02_HRC01,5,4.559
TR06_SRC02_HRC01,50,4.559
TR06_SRC02_HRC01,51,4.559
TR06_SRC02_HRC01,52,4.559
TR06_SRC02_HRC01,53,4.559
TR06_SRC02_HRC01,54,4.559
TR06_SRC02_HRC01,55,4.559
TR06_SRC02_HRC01,56,4.559
TR06_SRC02_HRC01,57,4.559
TR06_SRC02_HRC01,58,4.559
TR06_SRC02_HRC01,59,4.559
TR06_SRC02_HRC01,6,4.559
TR06_SRC02_HRC01,60,4.559
TR06_SRC02_HRC01,61,4.559
TR06_SRC02_HRC01,62,4.559
TR06_SRC02_HRC01,63,4.559
TR06_SRC02_HRC01,64,4.559
TR06_SRC02_HRC01,65,4.559
TR06_SRC02_HRC01,66,4.559
TR06_SRC02_HRC01,67,4.559
TR06_SRC02_HRC01,68,4.559
TR06_SRC02_HRC01,69,4.559
TR06_SRC02_HRC01,7,4.559
TR06_SRC02_HRC01,70,4.559
TR06_SRC02_HRC01,71,4.559
TR06_SRC02_HRC01,72,4.559
TR06_SRC02_HRC01,73,4.559
TR06_SRC02_HRC01,74,4.559
TR06_SRC02_HRC01,75,4.559
TR06_SRC02_HRC01,76,4.559
TR06_SRC02_HRC01,77,4.559
TR06_SRC02_HRC01,78,4.559
TR06_SRC02_HRC01,79,4.559
TR06_SRC02_HRC01,8,4.559
TR06_SRC02_HRC01,80,4.559
TR06_SRC02_HRC01,81,4.559
TR06_SRC02_HRC01,82,4.559
TR06_SRC02_HRC01,83,4.559
TR06_SRC02_HRC01,84,4.559
TR06_SRC02_HRC01,85,4.559
TR06_SRC02_HRC01,86,4.559
TR06_SRC02_HRC01,87,4.559
TR06_SRC02_HRC01,88,4.559
TR06_SRC02_HRC01,89,4.559
TR06_SRC02_HRC01,9,4.559
TR06_SRC02_HRC01,90,4.559
TR06_SRC02_HRC01,91,4.559
TR06_SRC02_HRC01,92,4.559
TR06_SRC02_HRC01,93,4.559
TR06_SRC02_HRC01,94,4.559
TR06_SRC02_HRC01,95,4.559
TR06_SRC02_HRC01,96,4.559
TR06_SRC02_HRC01,97,4.559
TR06_SRC02_HRC01,98,4.559
TR06_SRC02_HRC01,99,4.559
TR06_SRC03_HRC02,0,4.554
TR06_SRC03_HRC02,1,4.554
TR06_SRC03_HRC02,10,4.554
TR06_SRC03_HRC02,100,4.408
TR06_SRC03_HRC02,101,4.408
TR06_SRC03_HRC02,102,4.408
TR06_SRC03_HRC02,103,4.408
TR06_SRC03_HRC02,104,4.408
TR06_SRC03_HRC02,105,4.408
TR06_SRC03_HRC02,106,4.408
TR06_SRC03_HRC02,107,4.408
TR06_SRC03_HRC02,108,4.408
TR06_SRC03_HRC02,109,4.408
TR06_SRC03_HRC02,11,4.554
TR06_SRC03_HRC02,110,4.408
TR06_SRC03_HRC02,111,4.408
TR06_SRC03_HRC02,112,4.408
TR06_SRC03_HRC02,113,4.408
TR06_SRC03_HRC02,114,4.408
TR06_SRC03_HRC02,115,4.408
TR06_SRC03_HRC02,116,4.408
TR06_SRC03_HRC02,117,4.408
TR06_SRC03_HRC02,118,4.408
TR06_SRC03_HRC02,119,4.408
TR06_SRC03_HRC02,12,4.554
TR06_SRC03_HRC02,120,4.408
TR06_SRC03_HRC02,121,4.408
TR06_SRC03_HRC02,122,4.408
TR06_SRC03_HRC02,123,4.408
TR06_SRC03_HRC02,124,4.408
TR06_SRC03_HRC02,125,4.408
TR06_SRC03_HRC02,126,4.408
TR06_SRC03_HRC02,127,4.408
TR06_SRC03_HRC02,128,4.408
TR06_SRC03_HRC02,129,4.408
TR06_SRC03_HRC02,13,4.554
TR06_SRC03_HRC02,130,4.408
TR06_SRC03_HRC02,131,4.408
TR06_SRC03_HRC02,132,4.408
TR06_SRC03_HRC02,133,4.408
TR06_SRC03_HRC02,134,4.408
TR06_SRC03_HRC02,135,4.408
TR06_SRC03_HRC02,136,4.408
TR06_SRC03_HRC02,137,4.408
TR06_SRC03_HRC02,138,4.408
TR06_SRC03_HRC02,139,4.408
TR06_SRC03_HRC02,14,4.554
TR06_SRC03_HRC02,140,4.408
TR06_SRC03_HRC02,141,4.408
TR06_SRC03_HRC02,142,4.408
TR06_SRC03_HRC02,143,4.408
TR06_SRC03_HRC02,144,4.408
TR06_SRC03_HRC02,145,4.408
TR06_SRC03_HRC02,146,4.408
TR06_SRC03_HRC02,147,4.408
TR06_SRC03_HRC02,148,4.408
TR06_SRC03_HRC02,149,4.408
TR06_SRC03_HRC02,15,4.554
TR06_SRC03_HRC02,150,4.408
TR06_SRC03_HRC02,151,4.408
TR06_SRC03_HRC02,152,4.408
TR06_SRC03_HRC02,153,4.408
TR06_SRC03_HRC02,154,4.408
TR06_SRC03_HRC02,155,4.408
TR06_SRC03_HRC02,156,4.408
TR06_SRC03_HRC02,157,4.408
TR06_SRC03_HRC02,158,4.408
TR06_SRC03_HRC02,159,4.408
TR06_SRC03_HRC02,16,4.554
TR06_SRC03_HRC02,160,4.408
TR06_SRC03_HRC02,161,4.408
TR06_SRC03_HRC02,162,4.408
TR06_SRC03_HRC02,163,4.408
TR06_SRC03_HRC02,164,4.408
TR06_SRC03_HRC02,165,4.408
TR06_SRC03_HRC02,166,4.408
TR06_SRC03_HRC02,167,4.408
TR06_SRC03_HRC02,168,4.408
TR06_SRC03_HRC02,169,4.408
TR06_SRC03_HRC02,17,4.554
TR06_SRC03_HRC02,170,4.408
TR06_SRC03_HRC02,171,4.408
TR06_SRC03_HRC02,172,4.408
TR06_SRC03_HRC02,173,4.408
TR06_SRC03_HRC02,174,4.408
TR06_SRC03_HRC02,175,4.408
TR06_SRC03_HRC02,176,4.408
TR06_SRC03_HRC02,177,4.408
TR06_SRC03_HRC02,178,4.408
TR06_SRC03_HRC02,18,4.554
TR06_SRC03_HRC02,19,4.554
TR06_SRC03_HRC02,2,4.554
TR06_SRC03_HRC02,20,4.531
TR06_SRC03_HRC02,21,4.531
TR06_SRC03_HRC02,22,4.531
TR06_SRC03_HRC02,23,4.531
TR06_SRC03_HRC02,24,4.531
TR06_SRC03_HRC02,25,4.531
TR06_SRC03_HRC02,26,4.531
TR06_SRC03_HRC02,27,4.531
TR06_SRC03_HRC02,28,4.531
TR06_SRC03_HRC02,29,4.531
TR06_SRC03_HRC02,3,4.554
TR06_SRC03_HRC02,30,4.531
TR06_SRC03_HRC02,31,4.531
TR06_SRC03_HRC02,32,4.531
TR06_SRC03_HRC02,33,4.531
TR06_SRC03_HRC02,34,4.531
TR06_SRC03_HRC02,35,4.531
TR06_SRC03_HRC02,36,4.531
TR06_SRC03_HRC02,37,4.531
TR06_SRC03_HRC02,38,4.531
TR06_SRC03_HRC02,39,4.53
TR06_SRC03_HRC02,4,4.554
TR06_SRC03_HRC02,40,4.408
TR06_SRC03_HRC02,41,4.408
TR06_SRC03_HRC02,42,4.408
TR06_SRC03_HRC02,43,4.408
TR06_SRC03_HRC02,44,4.408
TR06_SRC03_HRC02,45,4.408
TR06_SRC03_HRC02,46,4.408
TR06_SRC03_HRC02,47,4.408
TR06_SRC03_HRC02,48,4.408
TR06_SRC03_HRC02,49,4.408
TR06_SRC03_HRC02,5,4.554
TR06_SRC03_HRC02,50,4.408
TR06_SRC03_HRC02,51,4.408
TR06_SRC03_HRC02,52,4.408
TR06_SRC03_HRC02,53,4.408
TR06_SRC03_HRC02,54,4.408
TR06_SRC03_HRC02,55,4.408
TR06_SRC03_HRC02,56,4.408
TR06_SRC03_HRC02,57,4.408
TR06_SRC03_HRC02,58,4.408
TR06_SRC03_HRC02,59,4.408
TR06_SRC03_HRC02,6,4.554
TR06_SRC03_HRC02,60,4.408
TR06_SRC03_HRC02,61,4.408
TR06_SRC03_HRC02,62,4.408
TR06_SRC03_HRC02,63,4.408
TR06_SRC03_HRC02,64,4.408
TR06_SRC03_HRC02,65,4.408
TR06_SRC03_HRC02,66,4.408
TR06_SRC03_HRC02,67,4.408
TR06_SRC03_HRC02,68,4.408
TR06_SRC03_HRC02,69,4.408
TR06_SRC03_HRC02,7,4.554
TR06_SRC03_HRC02,70,4.408
TR06_SRC03_HRC02,71,4.408
TR06_SRC03_HRC02,72,4.408
TR06_SRC03_HRC02,73,4.408
TR06_SRC03_HRC02,74,4.408
TR06_SRC03_HRC02,75,4.408
TR06_SRC03_HRC02,76,4.408
TR06_SRC03_HRC02,77,4.408
TR06_SRC03_HRC02,78,4.408
TR06_SRC03_HRC02,79,4.408
TR06_SRC03_HRC02,8,4.554
TR06_SRC03_HRC02,80,4.408
TR06_SRC03_HRC02,81,4.408
TR06_SRC03_HRC02,82,4.408
TR06_SRC03_HRC02,83,4.408
TR06_SRC03_HRC02,84,4.408
TR06_SRC03_HRC02,85,4.408
TR06_SRC03_HRC02,86,4.408
TR06_SRC03_HRC02,87,4.408
TR06_SRC03_HRC02,88,4.408
TR06_SRC03_HRC02,89,4.408
TR06_SRC03_HRC02,9,4.554
TR06_SRC03_HRC02,90,4.408
TR06_SRC03_HRC02,91,4.408
TR06_SRC03_HRC02,92,4.408
TR06_SRC03_HRC02,93,4.408
TR06_SRC03_HRC02,94,4.408
TR06_SRC03_HRC02,95,4.408
TR06_SRC03_HRC02,96,4.408
TR06_SRC03_HRC02,97,4.408
TR06_SRC03_HRC02,98,4.408
TR06_SRC03_HRC02,99,4.408
TR06_SRC04_HRC02,0,4.554
TR06_SRC04_HRC02,1,4.554
TR06_SRC04_HRC02,10,4.554
TR06_SRC04_HRC02,100,4.408
TR06_SRC04_HRC02,101,4.408
TR06_SRC04_HRC02,102,4.408
TR06_SRC04_HRC02,103,4.408
TR06_SRC04_HRC02,104,4.408
TR06_SRC04_HRC02,105,4.408
TR06_SRC04_HRC02,106,4.408
TR06_SRC04_HRC02,107,4.408
TR06_SRC04_HRC02,108,4.408
TR06_SRC04_HRC02,109,4.408
TR06_SRC04_HRC02,11,4.554
TR06_SRC04_HRC02,110,4.408
TR06_SRC04_HRC02,111,4.408
TR06_SRC04_HRC02,112,4.408
TR06_SRC04_HRC02,113,4.408
TR06_SRC04_HRC02,114,4.408
TR06_SRC04_HRC02,115,4.408
TR06_SRC04_HRC02,116,4.408
TR06_SRC04_HRC02,117,4.408
TR06_SRC04_HRC02,118,4.408
TR06_SRC04_HRC02,119,4.408
TR06_SRC04_HRC02,12,4.554
TR06_SRC04_HRC02,120,4.408
TR06_SRC04_HRC02,121,4.408
TR06_SRC04_HRC02,122,4.408
TR06_SRC04_HRC02,123,4.408
TR06_SRC04_HRC02,124,4.408
TR06_SRC04_HRC02,125,4.408
TR06_SRC04_HRC02,126,4.408
TR06_SRC04_HRC02,127,4.408
TR06_SRC04_HRC02,128,4.408
TR06_SRC04_HRC02,129,4.408
TR06_SRC04_HRC02,13,4.554
TR06_SRC04_HRC02,130,4.408
TR06_SRC04_HRC02,131,4.408
TR06_SRC04_HRC02,132,4.408
TR06_SRC04_HRC02,133,4.408
TR06_SRC04_HRC02,134,4.408
TR06_SRC04_HRC02,135,4.408
TR06_SRC04_HRC02,136,4.408
TR06_SRC04_HRC02,137,4.408
TR06_SRC04_HRC02,138,4.408
TR06_SRC04_HRC02,139,4.408
TR06_SRC04_HRC02,14,4.554
TR06_SRC04_HRC02,140,4.408
TR06_SRC04_HRC02,141,4.408
TR06_SRC04_HRC02,142,4.408
TR06_SRC04_HRC02,143,4.408
TR06_SRC04_HRC02,144,4.408
TR06_SRC04_HRC02,145,4.408
TR06_SRC04_HRC02,146,4.408
TR06_SRC04_HRC02,147,4.408
TR06_SRC04_HRC02,148,4.408
TR06_SRC04_HRC02,149,4.408
TR06_SRC04_HRC02,15,4.554
TR06_SRC04_HRC02,150,4.408
TR06_SRC04_HRC02,151,4.408
TR06_SRC04_HRC02,152,4.408
TR06_SRC04_HRC02,153,4.408
TR06_SRC04_HRC02,154,4.408
TR06_SRC04_HRC02,155,4.408
TR06_SRC04_HRC02,156,4.408
TR06_SRC04_HRC02,157,4.408
TR06_SRC04_HRC02,158,4.408
TR06_SRC04_HRC02,159,4.408
TR06_SRC04_HRC02,16,4.554
TR06_SRC04_HRC02,160,4.408
TR06_SRC04_HRC02,161,4.408
TR06_SRC04_HRC02,162,4.408
TR06_SRC04_HRC02,163,4.408
TR06_SRC04_HRC02,164,4.408
TR06_SRC04_HRC02,165,4.408
TR06_SRC04_HRC02,166,4.408
TR06_SRC04_HRC02,167,4.408
TR06_SRC04_HRC02,168,4.408
TR06_SRC04_HRC02,169,4.408
TR06_SRC04_HRC02,17,4.554
TR06_SRC04_HRC02,170,4.408
TR06_SRC04_HRC02,171,4.408
TR06_SRC04_HRC02,172,4.408
TR06_SRC04_HRC02,173,4.408
TR06_SRC04_HRC02,174,4.408
TR06_SRC04_HRC02,175,4.408
TR06_SRC04_HRC02,176,4.408
TR06_SRC04_HRC02,177,4.408
TR06_SRC04_HRC02,178,4.408
TR06_SRC04_HRC02,18,4.554
TR06_SRC04_HRC02,19,4.553
TR06_SRC04_HRC02,2,4.554
TR06_SRC04_HRC02,20,4.531
TR06_SRC04_HRC02,21,4.531
TR06_SRC04_HRC02,22,4.531
TR06_SRC04_HRC02,23,4.531
TR06_SRC04_HRC02,24,4.531
TR06_SRC04_HRC02,25,4.531
TR06_SRC04_HRC02,26,4.531
TR06_SRC04_HRC02,27,4.531
TR06_SRC04_HRC02,28,4.531
TR06_SRC04_HRC02,29,4.531
TR06_SRC04_HRC02,3,4.554
TR06_SRC04_HRC02,30,4.531
TR06_SRC04_HRC02,31,4.531
TR06_SRC04_HRC02,32,4.531
TR06_SRC04_HRC02,33,4.531
TR06_SRC04_HRC02,34,4.531
TR06_SRC04_HRC02,35,4.531
TR06_SRC04_HRC02,36,4.531
TR06_SRC04_HRC02,37,4.531
TR06_SRC04_HRC02,38,4.531
TR06_SRC04_HRC02,39,4.529
TR06_SRC04_HRC02,4,4.554
TR06_SRC04_HRC02,40,4.408
TR06_SRC04_HRC02,41,4.408
TR06_SRC04_HRC02,42,4.408
TR06_SRC04_HRC02,43,4.408
TR06_SRC04_HRC02,44,4.408
TR06_SRC04_HRC02,45,4.408
TR06_SRC04_HRC02,46,4.408
TR06_SRC04_HRC02,47,4.408
TR06_SRC04_HRC02,48,4.408
TR06_SRC04_HRC02,49,4.408
TR06_SRC04_HRC02,5,4.554
TR06_SRC04_HRC02,50,4.408
TR06_SRC04_HRC02,51,4.408
TR06_SRC04_HRC02,52,4.408
TR06_SRC04_HRC02,53,4.408
TR06_SRC04_HRC02,54,4.408
TR06_SRC04_HRC02,55,4.408
TR06_SRC04_HRC02,56,4.408
TR06_SRC04_HRC02,57,4.408
TR06_SRC04_HRC02,58,4.408
TR06_SRC04_HRC02,59,4.408
TR06_SRC04_HRC02,6,4.554
TR06_SRC04_HRC02,60,4.408
TR06_SRC04_HRC02,61,4.408
TR06_SRC04_HRC02,62,4.408
TR06_SRC04_HRC02,63,4.408
TR06_SRC04_HRC02,64,4.408
TR06_SRC04_HRC02,65,4.408
TR06_SRC04_HRC02,66,4.408
TR06_SRC04_HRC02,67,4.408
TR06_SRC04_HRC02,68,4.408
TR06_SRC04_HRC02,69,4.408
TR06_SRC04_HRC02,7,4.554
TR06_SRC04_HRC02,70,4.408
TR06_SRC04_HRC02,71,4.408
TR06_SRC04_HRC02,72,4.408
TR06_SRC04_HRC02,73,4.408
TR06_SRC04_HRC02,74,4.408
TR06_SRC04_HRC02,75,4.408
TR06_SRC04_HRC02,76,4.408
TR06_SRC04_HRC02,77,4.408
TR06_SRC04_HRC02,78,4.408
TR06_SRC04_HRC02,79,4.408
TR06_SRC04_HRC02,8,4.554
TR06_SRC04_HRC02,80,4.408
TR06_SRC04_HRC02,81,4.408
TR06_SRC04_HRC02,82,4.408
TR06_SRC04_HRC02,83,4.408
TR06_SRC04_HRC02,84,4.408
TR06_SRC04_HRC02,85,4.408
TR06_SRC04_HRC02,86,4.408
TR06_SRC04_HRC02,87,4.408
TR06_SRC04_HRC02,88,4.408
TR06_SRC04_HRC02,89,4.408
TR06_SRC04_HRC02,9,4.554
TR06_SRC04_HRC02,90,4.408
TR06_SRC04_HRC02,91,4.408
TR06_SRC04_HRC02,92,4.408
TR06_SRC04_HRC02,93,4.408
TR06_SRC04_HRC02,94,4.408
TR06_SRC04_HRC02,95,4.408
TR06_SRC04_HRC02,96,4.408
TR06_SRC04_HRC02,97,4.408
TR06_SRC04_HRC02,98,4.408
TR06_SRC04_HRC02,99,4.408
TR06_SRC05_HRC03,0,4.408
TR06_SRC05_HRC03,1,4.408
TR06_SRC05_HRC03,10,4.408
TR06_SRC05_HRC03,100,4.408
TR06_SRC05_HRC03,101,4.408
TR06_SRC05_HRC03,102,4.408
TR06_SRC05_HRC03,103,4.408
TR06_SRC05_HRC03,104,4.408
TR06_SRC05_HRC03,105,4.408
TR06_SRC05_HRC03,106,4.408
TR06_SRC05_HRC03,107,4.408
TR06_SRC05_HRC03,108,4.408
TR06_SRC05_HRC03,109,4.408
TR06_SRC05_HRC03,11,4.408
TR06_SRC05_HRC03,110,4.408
TR06_SRC05_HRC03,111,4.408
TR06_SRC05_HRC03,112,4.408
TR06_SRC05_HRC03,113,4.408
TR06_SRC05_HRC03,114,4.408
TR06_SRC05_HRC03,115,4.408
TR06_SRC05_HRC03,116,4.408
TR06_SRC05_HRC03,117,4.408
TR06_SRC05_HRC03,118,4.408
TR06_SRC05_HRC03,119,4.408
TR06_SRC05_HRC03,12,4.408
TR06_SRC05_HRC03,120,4.408
TR06_SRC05_HRC03,121,4.408
TR06_SRC05_HRC03,122,4.408
TR06_SRC05_HRC03,123,4.408
TR06_SRC05_HRC03,124,4.408
TR06_SRC05_HRC03,125,4.408
TR06_SRC05_HRC03,126,4.408
TR06_SRC05_HRC03,127,4.408
TR06_SRC05_HRC03,128,4.408
TR06_SRC05_HRC03,129,4.408
TR06_SRC05_HRC03,13,4.408
TR06_SRC05_HRC03,130,4.408
TR06_SRC05_HRC03,131,4.408
TR06_SRC05_HRC03,132,4.408
TR06_SRC05_HRC03,133,4.408
TR06_SRC05_HRC03,134,4.408
TR06_SRC05_HRC03,135,4.408
TR06_SRC05_HRC03,136,4.408
TR06_SRC05_HRC03,137,4.408
TR06_SRC05_HRC03,138,4.408
TR06_SRC05_HRC03,139,4.408
TR06_SRC05_HRC03,14,4.408
TR06_SRC05_HRC03,140,4.408
TR06_SRC05_HRC03,141,4.408
TR06_SRC05_HRC03,142,4.408
TR06_SRC05_HRC03,143,4.408
TR06_SRC05_HRC03,144,4.408
TR06_SRC05_HRC03,145,4.408
TR06_SRC05_HRC03,146,4.408
TR06_SRC05_HRC03,147,4.408
TR06_SRC05_HRC03,148,4.408
TR06_SRC05_HRC03,149,4.408
TR06_SRC05_HRC03,15,4.408
TR06_SRC05_HRC03,150,4.408
TR06_SRC05_HRC03,151,4.408
TR06_SRC05_HRC03,152,4.408
TR06_SRC05_HRC03,153,4.408
TR06_SRC05_HRC03,154,4.408
TR06_SRC05_HRC03,155,4.408
TR06_SRC05_HRC03,156,4.408
TR06_SRC05_HRC03,157,4.408
TR06_SRC05_HRC03,158,4.408
TR06_SRC05_HRC03,159,4.408
TR06_SRC05_HRC03,16,4.408
TR06_SRC05_HRC03,160,4.408
TR06_SRC05_HRC03,161,4.408
TR06_SRC05_HRC03,162,4.408
TR06_SRC05_HRC03,163,4.408
TR06_SRC05_HRC03,164,4.408
TR06_SRC05_HRC03,165,4.408
TR06_SRC05_HRC03,166,4.408
TR06_SRC05_HRC03,167,4.408
TR06_SRC05_HRC03,168,4.408
TR06_SRC05_HRC03,169,4.408
TR06_SRC05_HRC03,17,4.408
TR06_SRC05_HRC03,170,4.408
TR06_SRC05_HRC03,171,4.408
TR06_SRC05_HRC03,172,4.408
TR06_SRC05_HRC03,173,4.408
TR06_SRC05_HRC03,174,4.408
TR06_SRC05_HRC03,175,4.408
TR06_SRC05_HRC03,176,4.408
TR06_SRC05_HRC03,177,4.408
TR06_SRC05_HRC03,178,4.408
TR06_SRC05_HRC03,179,4.408
TR06_SRC05_HRC03,18,4.408
TR06_SRC05_HRC03,19,4.408
TR06_SRC05_HRC03,2,4.408
TR06_SRC05_HRC03,20,4.408
TR06_SRC05_HRC03,21,4.408
TR06_SRC05_HRC03,22,4.408
TR06_SRC05_HRC03,23,4.408
TR06_SRC05_HRC03,24,4.408
TR06_SRC05_HRC03,25,4.408
TR06_SRC05_HRC03,26,4.408
TR06_SRC05_HRC03,27,4.408
TR06_SRC05_HRC03,28,4.408
TR06_SRC05_HRC03,29,4.408
TR06_SRC05_HRC03,3,4.408
TR06_SRC05_HRC03,30,4.408
TR06_SRC05_HRC03,31,4.408
TR06_SRC05_HRC03,32,4.408
TR06_SRC05_HRC03,33,4.408
TR06_SRC05_HRC03,34,4.408
TR06_SRC05_HRC03,35,4.408
TR06_SRC05_HRC03,36,4.408
TR06_SRC05_HRC03,37,4.408
TR06_SRC05_HRC03,38,4.408
TR06_SRC05_HRC03,39,4.408
TR06_SRC05_HRC03,4,4.408
TR06_SRC05_HRC03,40,4.408
TR06_SRC05_HRC03,41,4.408
TR06_SRC05_HRC03,42,4.408
TR06_SRC05_HRC03,43,4.408
TR06_SRC05_HRC03,44,4.408
TR06_SRC05_HRC03,45,4.408
TR06_SRC05_HRC03,46,4.408
TR06_SRC05_HRC03,47,4.408
TR06_SRC05_HRC03,48,4.408
TR06_SRC05_HRC03,49,4.408
TR06_SRC05_HRC03,5,4.408
TR06_SRC05_HRC03,50,4.408
TR06_SRC05_HRC03,51,4.408
TR06_SRC05_HRC03,52,4.408
TR06_SRC05_HRC03,53,4.408
TR06_SRC05_HRC03,54,4.408
TR06_SRC05_HRC03,55,4.408
TR06_SRC05_HRC03,56,4.408
TR06_SRC05_HRC03,57,4.408
TR06_SRC05_HRC03,58,4.408
TR06_SRC05_HRC03,59,4.408
TR06_SRC05_HRC03,6,4.408
TR06_SRC05_HRC03,60,4.408
TR06_SRC05_HRC03,61,4.408
TR06_SRC05_HRC03,62,4.408
TR06_SRC05_HRC03,63,4.408
TR06_SRC05_HRC03,64,4.408
TR06_SRC05_HRC03,65,4.408
TR06_SRC05_HRC03,66,4.408
TR06_SRC05_HRC03,67,4.408
TR06_SRC05_HRC03,68,4.408
TR06_SRC05_HRC03,69,4.408
TR06_SRC05_HRC03,7,4.408
TR06_SRC05_HRC03,70,4.408
TR06_SRC05_HRC03,71,4.408
TR06_SRC05_HRC03,72,4.408
TR06_SRC05_HRC03,73,4.408
TR06_SRC05_HRC03,74,4.408
TR06_SRC05_HRC03,75,4.408
TR06_SRC05_HRC03,76,4.408
TR06_SRC05_HRC03,77,4.408
TR06_SRC05_HRC03,78,4.408
TR06_SRC05_HRC03,79,4.408
TR06_SRC05_HRC03,8,4.408
TR06_SRC05_HRC03,80,4.408
TR06_SRC05_HRC03,81,4.408
TR06_SRC05_HRC03,82,4.408
TR06_SRC05_HRC03,83,4.408
TR06_SRC05_HRC03,84,4.408
TR06_SRC05_HRC03,85,4.408
TR06_SRC05_HRC03,86,4.408
TR06_SRC05_HRC03,87,4.408
TR06_SRC05_HRC03,88,4.408
TR06_SRC05_HRC03,89,4.408
TR06_SRC05_HRC03,9,4.408
TR06_SRC05_HRC03,90,4.408
TR06_SRC05_HRC03,91,4.408
TR06_SRC05_HRC03,92,4.408
TR06_SRC05_HRC03,93,4.408
TR06_SRC05_HRC03,94,4.408
TR06_SRC05_HRC03,95,4.408
TR06_SRC05_HRC03,96,4.408
TR06_SRC05_HRC03,97,4.408
TR06_SRC05_HRC03,98,4.408
TR06_SRC05_HRC03,99,4.408
TR06_SRC06_HRC03,0,4.408
TR06_SRC06_HRC03,1,4.408
TR06_SRC06_HRC03,10,4.408
TR06_SRC06_HRC03,100,4.408
TR06_SRC06_HRC03,101,4.408
TR06_SRC06_HRC03,102,4.408
TR06_SRC06_HRC03,103,4.408
TR06_SRC06_HRC03,104,4.408
TR06_SRC06_HRC03,105,4.408
TR06_SRC06_HRC03,106,4.408
TR06_SRC06_HRC03,107,4.408
TR06_SRC06_HRC03,108,4.408
TR06_SRC06_HRC03,109,4.408
TR06_SRC06_HRC03,11,4.408
TR06_SRC06_HRC03,110,4.408
TR06_SRC06_HRC03,111,4.408
TR06_SRC06_HRC03,112,4.408
TR06_SRC06_HRC03,113,4.408
TR06_SRC06_HRC03,114,4.408
TR06_SRC06_HRC03,115,4.408
TR06_SRC06_HRC03,116,4.408
TR06_SRC06_HRC03,117,4.408
TR06_SRC06_HRC03,118,4.408
TR06_SRC06_HRC03,119,4.408
TR06_SRC06_HRC03,12,4.408
TR06_SRC06_HRC03,120,4.408
TR06_SRC06_HRC03,121,4.408
TR06_SRC06_HRC03,122,4.408
TR06_SRC06_HRC03,123,4.408
TR06_SRC06_HRC03,124,4.408
TR06_SRC06_HRC03,125,4.408
TR06_SRC06_HRC03,126,4.408
TR06_SRC06_HRC03,127,4.408
TR06_SRC06_HRC03,128,4.408
TR06_SRC06_HRC03,129,4.408
TR06_SRC06_HRC03,13,4.408
TR06_SRC06_HRC03,130,4.408
TR06_SRC06_HRC03,131,4.408
TR06_SRC06_HRC03,132,4.408
TR06_SRC06_HRC03,133,4.408
TR06_SRC06_HRC03,134,4.408
TR06_SRC06_HRC03,135,4.408
TR06_SRC06_HRC03,136,4.408
TR06_SRC06_HRC03,137,4.408
TR06_SRC06_HRC03,138,4.408
TR06_SRC06_HRC03,139,4.408
TR06_SRC06_HRC03,14,4.408
TR06_SRC06_HRC03,140,4.408
TR06_SRC06_HRC03,141,4.408
TR06_SRC06_HRC03,142,4.408
TR06_SRC06_HRC03,143,4.408
TR06_SRC06_HRC03,144,4.408
TR06_SRC06_HRC03,145,4.408
TR06_SRC06_HRC03,146,4.408
TR06_SRC06_HRC03,147,4.408
