pvs_id,mode,sample_index,O22
TR04_SRC003_HRC02,1,56,1.05
TR04_SRC003_HRC02,1,57,1.05
TR04_SRC003_HRC02,1,58,1.05
TR04_SRC003_HRC02,1,59,1.05
TR04_SRC003_HRC02,2,0,4.352559775478522
TR04_SRC003_HRC02,2,1,4.352559775478522
TR04_SRC003_HRC02,2,2,4.352559775478522
TR04_SRC003_HRC02,2,3,4.352559775478522
TR04_SRC003_HRC02,2,4,4.352559775478522
TR04_SRC003_HRC02,2,5,2.8550870529795875
TR04_SRC003_HRC02,2,6,2.8550870529795875
TR04_SRC003_HRC02,2,7,2.8550870529795875
TR04_SRC003_HRC02,2,8,2.8550870529795875
TR04_SRC003_HRC02,2,9,2.8550870529795875
TR04_SRC003_HRC02,2,10,2.8550870529795875
TR04_SRC003_HRC02,2,11,2.8550870529795875
TR04_SRC003_HRC02,2,12,2.8550870529795875
TR04_SRC003_HRC02,2,13,2.8550870529795875
TR04_SRC003_HRC02,2,14,2.8550870529795875
TR04_SRC003_HRC02,2,15,1.05
TR04_SRC003_HRC02,2,16,1.05
TR04_SRC003_HRC02,2,17,1.05
TR04_SRC003_HRC02,2,18,1.05
TR04_SRC003_HRC02,2,19,1.05
TR04_SRC003_HRC02,2,20,1.05
TR04_SRC003_HRC02,2,21,1.05
TR04_SRC003_HRC02,2,22,1.05
TR04_SRC003_HRC02,2,23,1.05
TR04_SRC003_HRC02,2,24,1.05
TR04_SRC003_HRC02,2,25,1.05
TR04_SRC003_HRC02,2,26,1.05
TR04_SRC003_HRC02,2,27,1.05
TR04_SRC003_HRC02,2,28,1.05
TR04_SRC003_HRC02,2,29,1.05
TR04_SRC003_HRC02,2,30,1.05
TR04_SRC003_HRC02,2,31,1.05
TR04_SRC003_HRC02,2,32,1.05
TR04_SRC003_HRC02,2,33,1.05
TR04_SRC003_HRC02,2,34,1.05
TR04_SRC003_HRC02,2,35,1.05
TR04_SRC003_HRC02,2,36,1.05
TR04_SRC003_HRC02,2,37,1.05
TR04_SRC003_HRC02,2,38,1.05
TR04_SRC003_HRC02,2,39,1.05
TR04_SRC003_HRC02,2,40,1.05
TR04_SRC003_HRC02,2,41,1.05
TR04_SRC003_HRC02,2,42,1.05
TR04_SRC003_HRC02,2,43,1.05
